"","Gene.Symbol","Ensembl.id","Ensembl.id.version","Entrez.GeneId","Name","Tier","Genome.Location","Hallmark","Chr.Band","Somatic","Germline","Tumour.Types.Somatic.","Tumour.Types.Germline.","Cancer.Syndrome","Tissue.Type","Molecular.Genetics","Role.in.Cancer","Mutation.Types","Translocation.Partner","Other.Germline.Mut","Other.Syndrome","COSMIC.ID","cosmic.gene.name","Synonyms"
"77","BRD4","ENSG00000141867.17","ENSG00000141867",23476,"bromodomain containing 4",1,"19:15235519-15280451","Yes",13.12,"yes","","lethal midline carcinoma of young people","","","E","Dom","oncogene, fusion","T","NUTM1","","","COSG392564","BRD4","23476,BRD4,CAP,ENSG00000141867.17,HUNK1,HUNKI,MCAP,O60885"
"78","BRIP1","ENSG00000136492.8","ENSG00000136492",83990,"BRCA1 interacting protein C-terminal helicase 1",1,"17:61681266-61863521","Yes",23.2,"","yes","","AML, leukaemia, breast","Fanconi anaemia J, breast cancer susceptiblity","L, E","Rec","TSG","F, N, Mis","","","","COSG286405","BRIP1","83990,BACH1,BRIP1,ENSG00000136492.8,FANCJ,OF,Q9BX63"
"79","BTG1","ENSG00000133639.4","ENSG00000133639",694,"B-cell translocation gene 1, anti-proliferative",1,"12:92140278-92145897","",21.33,"yes","","B-CLL","","","L","Dom","TSG, fusion","T","MYC","","","COSG307720","BTG1","694,APRO2,BTG1,ENSG00000133639.4,P62324"
"80","BTG2","ENSG00000159388.5","ENSG00000159388",7832,"BTG Anti-Proliferation Factor 2",2,"1:203305536-203309602","",32.1,"yes","","DLBCL","","","L","","TSG","Mis","","","","COSG306676","BTG2","7832,APRO1,BTG2,ENSG00000159388.5,MGC126063,MGC126064,P78543,PC3,TIS21"
"81","BTK","ENSG00000010671.15","ENSG00000010671",695,"Bruton agammaglobulinemia tyrosine kinase",1,"X:101349447-101390796","Yes",22.1,"yes","","CLL, mantle cell lymphoma, WM","","","L","Dom","oncogene, TSG","Mis","","yes  ","agammaglobulinemia","COSG250492","BTK","695,AGMX1,ATK,BTK,ENSG00000010671.15,IMD1,PSCTK1,Q06187,XLA"
"82","BUB1B","ENSG00000156970.12","ENSG00000156970",701,"BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)",1,"15:40161026-40221136","Yes",15.1,"","yes","","rhabdomyosarcoma","mosaic variegated aneuploidy","M","Rec","TSG","Mis, N, F, S","","","","COSG204775","BUB1B","701,BUB1B,BUBR1,Bub1A,ENSG00000156970.12,MAD3L,O60566,SSK1"
"83","C15orf65","ENSG00000261652.2","ENSG00000261652",145788,"chromosome 15 open reading frame 65",2,"15:55408548-55418712","",21.3,"yes","","PMBL, Hodgkin lymphoma","","","L","Dom","fusion","T","CIITA","","","COSG314443","C15orf65","145788,C15orf65,ENSG00000261652.2,FLJ27352,H3BRN8"
"84","CACNA1D","ENSG00000157388.16","ENSG00000157388",776,"calcium channel, voltage-dependent, L type, alpha 1D subunit",1,"3:53495049-53813733","Yes",21.1,"yes","","adrenal aldosterone producing adenoma","","","E","Dom","oncogene","Mis","","yes  ","Syndrome featuring primary aldosteronism, seizures and neuromuscular disease.","COSG273386","CACNA1D","776,CACH3,CACN4,CACNA1D,CACNL1A2,CCHL1A2,Cav1.3,ENSG00000157388.16,Q01668"
"85","CALR","ENSG00000179218.13","ENSG00000179218",811,"calreticulin",1,"19:12938607-12944489","Yes",13.13,"yes","","MPN, MDS","","","L","Dom","oncogene","F, Mis","","","","COSG248315","CALR","811,CALR,CRT,ENSG00000179218.13,FLJ26680,P27797,RO,SSA,cC1qR"
"86","CAMTA1","ENSG00000171735.18","ENSG00000171735",23261,"calmodulin binding transcription activator 1",1,"1:6785324-7769706","Yes",36.31,"yes","","epithelioid haemangioendothelioma","","","M","Dom","TSG, fusion","T","WWTR1","","","COSG338608","CAMTA1","23261,CAMTA1,ENSG00000171735.18,KIAA0833,Q9Y6Y1"
"87","CANT1","ENSG00000171302.16","ENSG00000171302",124583,"calcium activated nucleotidase 1",1,"17:78991717-79009817","Yes",25.3,"yes","","prostate","","","E","Dom","fusion","T","ETV4","","","COSG293390","CANT1","124583,CANT1,ENSG00000171302.16,Q8WVQ1,SCAN-1,SHAPY"
"88","CARD11","ENSG00000198286.9","ENSG00000198286",84433,"caspase recruitment domain family, member 11",1,"7:2906141-3043945","Yes",22.2,"yes","","DLBCL","","","L","Dom","oncogene","Mis","","","","COSG325899","CARD11","84433,BIMP3,CARD11,CARMA1,ENSG00000198286.9,Q9BXL7"
"89","CARS","ENSG00000110619.17","ENSG00000110619",833,"cysteinyl-tRNA synthetase",1,"11:3000922-3057437","Yes",15.4,"yes","","ALCL","","","L","Dom","TSG, fusion","T","ALK","","","COSG301485","CARS","833,CARS,CARS1,ENSG00000110619.17,P49589"
"90","CASP3","ENSG00000164305.18","ENSG00000164305",836,"caspase 3",2,"4:184627696-184649475","",35.1,"yes","","ovarian cancer","","","E","","TSG","D","","","","COSG286273","CASP3","836,CASP3,CPP32,CPP32B,ENSG00000164305.18,P42574,Yama,apopain"
"91","CASP8","ENSG00000064012.21","ENSG00000064012",841,"caspase 8, apoptosis-related cysteine peptidase",1,"2:201258036-201287711","Yes",33.1,"yes","","hepatocellular, oral squamous cell, breast","","","E","Rec","TSG","N, S, F","","","","COSG353681","CASP8","841,CASP8,Casp-8,ENSG00000064012.21,FLICE,MACH,MCH5,Q14790"
"92","CASP9","ENSG00000132906.17","ENSG00000132906",842,"caspase 9",2,"1:15492270-15524295","",36.21,"yes","","glioma","","","O","","TSG","D","","","","COSG200979","CASP9","842,APAF-3,CASP9,ENSG00000132906.17,ICE-LAP6,MCH6,P55211,PPP1R56"
"93","CBFA2T3","ENSG00000129993.14","ENSG00000129993",863,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (MTG-16)",1,"16:88874858-88977204","Yes",24.3,"yes","","AML","","","L","Dom","TSG, fusion","T","RUNX1, GLIS2","","","COSG204943","CBFA2T3","863,CBFA2T3,ENSG00000129993.14,ETO2,MTG16,MTGR2,O75081,RUNX1T3,ZMYND4"
"94","CBFB","ENSG00000067955.13","ENSG00000067955",865,"core-binding factor, beta subunit",1,"16:67029245-67101022","Yes",22.1,"yes","","AML","","","L","Dom","TSG, fusion","T","MYH11","","","COSG370954","CBFB","865,CBFB,ENSG00000067955.13,PEBP2B,Q13951"
"95","CBL","ENSG00000110395.6","ENSG00000110395",867,"Cas-Br-M (murine) ecotropic retroviral transforming",1,"11:119206276-119308149","Yes",23.3,"yes","","AML, JMML, MDS","","","L","Dom/Rec","oncogene, TSG, fusion","T, Mis, S, O","KMT2A","","","COSG379685","CBL","867,CBL,CBL2,ENSG00000110395.6,P22681,RNF55,c-Cbl"
"96","CBLB","ENSG00000114423.19","ENSG00000114423",868,"Cas-Br-M (murine) ecotropic retroviral transforming sequence b",1,"3:105655461-105869043","Yes",13.11,"yes","","AML","","","L","Rec","TSG","Mis, S","","","","COSG396579","CBLB","868,CBLB,Cbl-b,ENSG00000114423.19,Q13191,RNF56"
"97","CBLC","ENSG00000142273.11","ENSG00000142273",23624,"Cas-Br-M (murine) ecotropic retroviral transforming sequence c",1,"19:44777869-44800634","",13.32,"yes","","AML","","","L","Rec","oncogene, TSG","M","","","","COSG287802","CBLC","23624,CBL-3,CBL-SL,CBLC,ENSG00000142273.11,Q9ULV8,RNF57"
"98","CCDC6","ENSG00000108091.10","ENSG00000108091",8030,"coiled-coil domain containing 6",1,"10:59788763-59906656","Yes",21.2,"yes","","papillary thyroid, CML, NSCLC","","","E","Dom","TSG, fusion","T","RET, PDGFRB","","","COSG262097","CCDC6","8030,CCDC6,D10S170,ENSG00000108091.10,H4,PTC,Q16204,TPC,TST1"
"99","CCNB1IP1","ENSG00000100814.17","ENSG00000100814",57820,"cyclin B1 interacting protein 1, E3 ubiquitin protein ligase",1,"14:20311368-20333312","Yes",11.2,"yes","","leiomyoma","","","M","Dom","TSG, fusion","T","HMGA2","","","COSG283715","CCNB1IP1","57820,C14orf18,CCNB1IP1,ENSG00000100814.17,HEI10,Q9NPC3"
"100","CCNC","ENSG00000112237.12","ENSG00000112237",892,"cyclin C",2,"6:99542380-99568973","",16.2,"yes","","T-ALL","","","L","","TSG","D","","","","COSG370213","CCNC","892,CCNC,CycC,ENSG00000112237.12,P24863"
"101","CCND1","ENSG00000110092.3","ENSG00000110092",595,"cyclin D1",1,"11:69641087-69654474","Yes",13.3,"yes","","CLL, B-ALL, breast","","","L, E","Dom","oncogene, fusion","T","IGH, FSTL3","","","COSG267960","CCND1","595,BCL1,CCND1,D11S287E,ENSG00000110092.3,P24385,PRAD1,U21B31"
"102","CCND2","ENSG00000118971.7","ENSG00000118971",894,"cyclin D2",1,"12:4273772-4305350","Yes",13.32,"yes","","NHL,CLL","","","L","Dom","oncogene, fusion","T","IGL","","","COSG313811","CCND2","894,CCND2,ENSG00000118971.7,P30279"
"103","CCND3","ENSG00000112576.12","ENSG00000112576",896,"cyclin D3",1,"6:41934933-41941848","",21.1,"yes","","MM","","","L","Dom","oncogene, fusion","T","IGH","","","COSG297117","CCND3","896,CCND3,ENSG00000112576.12,P30281"
"104","CCNE1","ENSG00000105173.13","ENSG00000105173",898,"cyclin E1",1,"19:29811898-29824308","Yes",12,"yes","","serous ovarian","","","E","Dom","oncogene","A","","","","COSG213811","CCNE1","898,CCNE,CCNE1,ENSG00000105173.13,P24864"
"105","CCR4","ENSG00000183813.6","ENSG00000183813",1233,"C-C motif chemokine receptor 4",2,"3:32951574-32956349","",22.3,"yes","","adult T-cell leukaemia/lymphoma","","","L","","oncogene","N","","","","COSG340151","CCR4","1233,CC-CKR-4,CCR4,CD194,CKR4,CMKBR4,ChemR13,ENSG00000183813.6,P51679,k5-5"
"106","CCR7","ENSG00000126353.3","ENSG00000126353",1236,"C-C motif chemokine receptor 7",2,"17:40553769-40565472","",21.2,"yes","","adult T-cell leukaemia/lymphoma","","","L","","oncogene","N","","","","COSG240257","CCR7","1236,BLR2,CCR7,CD197,CDw197,CMKBR7,EBI1,ENSG00000126353.3,P32248"
"107","CD209","ENSG00000090659.17","ENSG00000090659",30835,"CD209 molecule",2,"19:7739994-7747534","",13.2,"yes","","prostate carcinoma","","","E","","","Mis","","","","COSG207610","CD209","30835,CD209,CDSIGN,CLEC4L,DC-SIGN,DC-SIGN1,ENSG00000090659.17,Q9NNX6"
"108","CD274","ENSG00000120217.13","ENSG00000120217",29126,"CD274 molecule",1,"9:5450525-5470547","",24.1,"yes","","PMBL, Hodgkin lymphoma","","","L","Dom","TSG, fusion","T","CIITA","","","COSG388771","CD274","29126,B7-H,B7-H1,B7H1,CD274,ENSG00000120217.13,PD-L1,PDCD1LG1,PDL1,Q9NZQ7"
"109","CD28","ENSG00000178562.17","ENSG00000178562",940,"CD28 molecule",2,"2:203706548-203738912","",33.2,"yes","","T-cell lymphoma","","","L","","oncogene","Mis","","","","COSG265587","CD28","940,CD28,ENSG00000178562.17,P10747"
"110","CD74","ENSG00000019582.14","ENSG00000019582",972,"CD74 molecule, major histocompatibility complex, class II invariant chain",1,"5:150402152-150412751","",33.1,"yes","","NSCLC","","","E","Dom","oncogene, fusion","T","ROS1, NRG1","","","COSG271648","CD74","972,CD74,DHLAG,ENSG00000019582.14,P04233"
"111","CD79A","ENSG00000105369.9","ENSG00000105369",973,"CD79a molecule, immunoglobulin-associated alpha",1,"19:41877120-41881372","Yes",13.2,"yes","","DLBCL, WM","","","L","Dom","oncogene","S","","yes  ","Agammaglobulinaemia","COSG219953","CD79A","973,CD79A,ENSG00000105369.9,IGA,MB-1,P11912"
"112","CD79B","ENSG00000007312.12","ENSG00000007312",974,"CD79b molecule, immunoglobulin-associated beta",1,"17:63928740-63932336","Yes",23.3,"yes","","DLBCL, WM","","","L","Dom","oncogene","Mis, S","","yes  ","Agammaglobulinaemia","COSG278401","CD79B","974,B29,CD79B,ENSG00000007312.12,IGB,P40259"
"113","CDC73","ENSG00000134371.11","ENSG00000134371",79577,"cell division cycle 73",1,"1:193122017-193253901","Yes",31.2,"yes","yes","parathyroid adenoma","parathyroid adenoma, multiple ossifying jaw fibroma","hyperparathyroidism-jaw tumour syndrome","E, M","Rec","TSG","Mis, N, F","","","","COSG392710","CDC73","79577,C1orf28,CDC73,ENSG00000134371.11,FIHP,HRPT1,HRPT2,Q6P1J9,parafibromin"
"114","CDH1","ENSG00000039068.18","ENSG00000039068",999,"cadherin 1, type 1, E-cadherin (epithelial) (ECAD)",1,"16:68737225-68835548","Yes",22.1,"yes","yes","lobular breast, gastric","gastric","familial gastric carcinoma","E","Rec","TSG","Mis, N, F, S","","","","COSG310713","CDH1","999,CD324,CDH1,ENSG00000039068.18,P12830,UVO,uvomorulin"
"115","CDH10","ENSG00000040731.10","ENSG00000040731",1008,"cadherin 10",2,"5:24487100-24644978","",14.2,"yes","yes","melanoma","pancreatic ductal adenocarcinoma","","E","","TSG","Mis, F, N","","","","COSG326334","CDH10","1008,CDH10,ENSG00000040731.10,Q9Y6N8"
"116","CDH11","ENSG00000140937.13","ENSG00000140937",1009,"cadherin 11, type 2, OB-cadherin (osteoblast)",1,"16:64943753-65122198","Yes",21,"yes","","aneurysmal bone cyst","","","M","Dom","TSG, fusion","T","USP6","","","COSG374729","CDH11","1009,CAD11,CDH11,ENSG00000140937.13,OB,P55287"
"117","CDH17","ENSG00000079112.9","ENSG00000079112",1015,"cadherin 17",2,"8:94127171-94208587","",22.1,"yes","","melanoma","","","E","","oncogene","Mis","","","","COSG211425","CDH17","1015,CDH17,ENSG00000079112.9,HPT-1,Q12864,cadherin"
"118","CDK12","ENSG00000167258.13","ENSG00000167258",51755,"cyclin-dependent kinase 12",1,"17:39462039-39535146","Yes",12,"yes","","serous ovarian","","","E","Rec","TSG","Mis, N, F","","","","COSG332923","CDK12","51755,CDK12,CRK7,CRKR,CRKRS,ENSG00000167258.13,KIAA0904,Q9NYV4"
"119","CDK4","ENSG00000135446.16","ENSG00000135446",1019,"cyclin-dependent kinase 4",1,"12:57747727-57752521","Yes",14.1,"","yes","","melanoma","familial malignant melanoma","E","Dom","oncogene","Mis","","","","COSG377874","CDK4","1019,CDK4,ENSG00000135446.16,P11802,PSK-J3"
"120","CDK6","ENSG00000105810.9","ENSG00000105810",1021,"cyclin-dependent kinase 6",1,"7:92604921-92833917","Yes",21.2,"yes","","ALL","","","L","Dom","oncogene, fusion","T","MLLT10","","","COSG233199","CDK6","1021,CDK6,ENSG00000105810.9,PLSTIRE,Q00534"
"121","CDKN1A","ENSG00000124762.13","ENSG00000124762",1026,"cyclin dependent kinase inhibitor 1A ",2,"6:36678710-36687337","",21.2,"yes","","bladder cancer","","","E","","oncogene, TSG","F, N","","","","COSG202201","CDKN1A","1026,CAP20,CDKN1,CDKN1A,CIP1,ENSG00000124762.13,P21,P38936,SDI1,WAF1,p21,p21CIP1,p21Cip1/Waf1"
"122","CDKN1B","ENSG00000111276.10","ENSG00000111276",1027,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",1,"12:12717124-12722371","Yes",13.1,"yes","yes","breast, small intestine neuroendocrine tumours","pituitary, parathyroid","multiple endocrine neoplasia type IV","E","Rec","TSG","F","","","","COSG375547","CDKN1B","1027,CDKN1B,ENSG00000111276.10,KIP1,P27KIP1,P46527"
"123","CDKN2A","ENSG00000147889.17","ENSG00000147889",1029,"cyclin-dependent kinase inhibitor 2A (p16(INK4a)) gene",1,"9:21968056-21974866","Yes",21.3,"yes","yes","melanoma, multiple other tumour types","melanoma, pancreatic","familial malignant melanoma","L, E, M, O","Rec","TSG","D, Mis, N, F, S","","","","COSG336168","CDKN2A","1029,ARF,CDK4I,CDKN2,CDKN2A,CMM2,ENSG00000147889.17,INK4,INK4a,MLM,MTS1,P42771,p14,p14ARF,p16,p16INK4a,p19,p19Arf"
"124","CDKN2C","ENSG00000123080.10","ENSG00000123080",1031,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)",1,"1:50960745-50974633","Yes",32.3,"yes","","glioma, MM","","","O, L","Rec","TSG","D","","","","COSG331899","CDKN2C","1031,CDKN2C,ENSG00000123080.10,INK4C,P42773,p18"
"125","CDX2","ENSG00000165556.9","ENSG00000165556",1045,"caudal type homeo box transcription factor 2",1,"13:27962137-27971139","",12.2,"yes","","AML","","","L","Dom","TSG, fusion","T","ETV6","","","COSG391397","CDX2","1045,CDX2,CDX3,ENSG00000165556.9,Q99626"
"126","CEBPA","ENSG00000245848.2","ENSG00000245848",1050,"CCAAT/enhancer binding protein (C/EBP), alpha",1,"19:33299934-33302564","Yes",13.11,"yes","","AML, MDS","","","L","Dom","TSG","Mis, N, F","","","","COSG205414","CEBPA","1050,C/EBP-alpha,CEBP,CEBPA,ENSG00000245848.2,P49715"
"127","CEP89","ENSG00000121289.17","ENSG00000121289",84902,"centrosomal protein 89kDa",2,"19:32875925-32971963","",13.11,"yes","","Spitzoid tumour","","","E","Dom","fusion","T","BRAF","","","COSG236250","CEP89","84902,CCDC123,CEP89,ENSG00000121289.17,FLJ14640,Q96ST8"
"128","CHCHD7","ENSG00000170791.17","ENSG00000170791",79145,"coiled-coil-helix-coiled-coil-helix domain containing 7",1,"8:56211756-56218615","",12.1,"yes","","salivary adenoma","","","E","Dom","fusion","T","PLAG1","","","COSG304505","CHCHD7","79145,CHCHD7,COX23,ENSG00000170791.17,MGC2217,Q9BUK0"
"129","CHD2","ENSG00000173575.20","ENSG00000173575",1106,"chromodomain helicase DNA binding protein 2 ",2,"15:92900320-93028005","",26.1,"yes","","melanoma, large intestine, CLL, monoclonal B lymphocytosis","","","E, L","","TSG","Mis, F, N","","","","COSG241982","CHD2","1106,CHD2,DKFZp547I1315,DKFZp686E01200,DKFZp781D1727,ENSG00000173575.20,FLJ38614,O14647"
"130","CHD4","ENSG00000111642.15","ENSG00000111642",1108,"chromodomain helicase DNA binding protein 4 ",1,"12:6570088-6607476","Yes",13.31,"yes","","uterine serous carcinoma","","","E","Dom","oncogene","Mis, F, N","","","","COSG228707","CHD4","1108,CHD4,ENSG00000111642.15,Mi-2b,Mi2-BETA"
"131","CHEK2","ENSG00000183765.20","ENSG00000183765",11200,"CHK2 checkpoint homolog (S. pombe)",1,"22:28687763-28741838","Yes",12.1,"","yes","","breast","familial breast cancer","E","Rec","TSG","F","","","","COSG271679","CHEK2","11200,CDS1,CHEK2,CHK2,ENSG00000183765.20,HuCds1,O96017,PP1425,RAD53,bA444G7"
"132","CHIC2","ENSG00000109220.10","ENSG00000109220",26511,"cysteine-rich hydrophobic domain 2",2,"4:54009789-54064690","",12,"yes","","AML","","","L","Dom","fusion","T","ETV6","","","COSG205095","CHIC2","26511,BTL,CHIC2,ENSG00000109220.10,Q9UKJ5"
"133","CHST11","ENSG00000171310.10","ENSG00000171310",50515,"carbohydrate sulfotransferase 11",2,"12:104456973-104762014","",23.3,"yes","","B-CLL","","","L","","oncogene, fusion","T","","","","COSG349816","CHST11","50515,C4ST,C4ST1,C4St-1,CHST11,ENSG00000171310.10,HSA269537,Q9NPF2"
"134","CIC","ENSG00000079432.7","ENSG00000079432",23152,"capicua homolog",1,"19:42284665-42295797","Yes",13.2,"yes","","oligodendroglioma, soft tissue sarcoma","","","O, M","Rec","oncogene, TSG, fusion","Mis, F, S,T","DUX4L1, FOXO4","","","COSG260773","CIC","23152,CIC,ENSG00000079432.7,KIAA0306,Q96RK0"
"135","CIITA","ENSG00000179583.19","ENSG00000179583",4261,"class II, major histocompatibility complex, transactivator",1,"16:10877198-10924983","Yes",13.13,"yes","","PMBL, Hodgkin lymphoma","","","L","Dom","TSG, fusion","T","C15orf55, CD274, PDCD1LG2, RALGDS, RUNDC2A, RMI2, BCL6","","","COSG313667","CIITA","4261,C2TA,CIITA,ENSG00000179583.19,MHC2TA,NLRA"
"136","CLIP1","ENSG00000130779.19","ENSG00000130779",6249,"CAP-GLY domain containing linker protein 1",1,"12:122271434-122422569","Yes",24.31,"yes","","Spitzoid tumour","","","E","Dom","fusion","T","ROS1","","","COSG364429","CLIP1","6249,CLIP,CLIP-170,CLIP1,CLIP170,CYLN1,ENSG00000130779.19,P30622,RSN"
"137","CLP1","ENSG00000172409.5","ENSG00000172409",10978,"cleavage and polyadenylation factor I subunit 1",2,"11:57657158-57661868","",12.1,"yes","","AML","","","L","Dom","fusion","T","KMT2A","","","COSG365266","CLP1","10978,CLP1,ENSG00000172409.5,HEAB,Q92989,hClp1"
"138","CLTC","ENSG00000141367.11","ENSG00000141367",1213,"clathrin, heavy polypeptide (Hc)",1,"17:59619689-59696956","Yes",23.1,"yes","","ALCL, renal","","","L","Dom","TSG, fusion","T","ALK, TFE3","","","COSG385451","CLTC","1213,CLTC,CLTCL2,ENSG00000141367.11,Hc"
"139","CLTCL1","ENSG00000070371.15","ENSG00000070371",8218,"clathrin, heavy polypeptide-like 1",1,"22:19179473-19291714","Yes",11.21,"yes","","ALCL","","","L","Dom","TSG, fusion","T","?","","","COSG270988","CLTCL1","8218,CHC22,CLH22,CLTCL,CLTCL1,CLTD,ENSG00000070371.15,P53675"
"140","CNBD1","ENSG00000176571.11","ENSG00000176571",168975,"cyclic nucleotide binding domain containing 1",2,"8:86866445-87382859","",21.3,"yes","","gastric cancer, colon cancer","","","E","","","Mis","","","","COSG301207","CNBD1","168975,CNBD1,ENSG00000176571.11,FLJ35802,Q8NA66"
"141","CNBP","ENSG00000169714.16","ENSG00000169714",7555,"CCHC-type zinc finger, nucleic acid binding protein",1,"3:129170102-129183910","Yes",21.3,"yes","","aneurysmal bone cyst","","","M","Dom","TSG, fusion","T","USP6","","","COSG216320","CNBP","7555,CNBP,CNBP1,DM2,ENSG00000169714.16,P62633,RNF163,ZCCHC22,ZNF9"
"142","CNOT3","ENSG00000088038.18","ENSG00000088038",4849,"CCR4-NOT transcription complex subunit 3",1,"19:54141396-54155680","Yes",13.42,"yes","","T-ALL","","","L","Rec","TSG","Mis, N, F","","","","COSG239739","CNOT3","4849,CNOT3,ENSG00000088038.18,KIAA0691,LENG2,NOT3,NOT3H,O75175"
"143","CNTNAP2","ENSG00000174469.20","ENSG00000174469",26047,"contactin associated protein like 2",2,"7:146116359-148420998","",36.1,"yes","","glioma, melanoma","","","E, O","","TSG","Mis","","","","COSG348692","CNTNAP2","26047,CNTNAP2,Caspr2,ENSG00000174469.20,KIAA0868,NRXN4,Q9UHC6"
"144","CNTRL","ENSG00000119397.16","ENSG00000119397",11064,"centriolin",1,"9:121075012-121177608","",33.2,"yes","","MPN, NHL","","","L","Dom","fusion","T","FGFR1","","","COSG259112","CNTRL","11064,CEP1,CEP110,CNTRL,ENSG00000119397.16,Q7Z7A1"
"145","COL1A1","ENSG00000108821.13","ENSG00000108821",1277,"collagen, type I, alpha 1",1,"17:50183289-50201632","",21.33,"yes","","DFSP, aneurysmal bone cyst","","","M","Dom","fusion","T","PDGFB, USP6","yes  ","Osteogenesis imperfecta","COSG304275","COL1A1","1277,COL1A1,ENSG00000108821.13,OI4,P02452"
"146","COL2A1","ENSG00000139219.18","ENSG00000139219",1280,"collagen, type II, alpha 1",1,"12:47972965-48004486","Yes",13.11,"yes","","chondrosarcoma, enchondroma","","","L, E, M","Rec","fusion","F, Mis, N, T","","yes  ","Spondyloepiphyseal Dysplasia Congenita, Achondrogenesis Type II, Stickler Syndrome, Type I and others","COSG337471","COL2A1","1280,AOM,COL2A1,ENSG00000139219.18,P02458,SEDC,STL1"
"147","COL3A1","ENSG00000168542.14","ENSG00000168542",1281,"collagen type III alpha 1 chain",2,"2:188974320-189012746","",32.2,"yes","","lipoblastoma","","","E","","fusion","T","PLAG1","","","COSG245610","COL3A1","1281,COL3A1,EDS4A,ENSG00000168542.14,P02461"
"148","COX6C","ENSG00000164919.10","ENSG00000164919",1345,"cytochrome c oxidase subunit VIc",2,"8:99877866-99894062","",22.2,"yes","","uterine leiomyoma","","","M","Dom","fusion","T","HMGA2","","","COSG336749","COX6C","1345,COX6C,ENSG00000164919.10,P09669"
